
    UPC,DESCRIPTION,ROUTE,DISTRICT,ROAD SYSTEM,JURISDICTION,ESTIMATE,PE_ESTIMATE,RW_ESTIMATE,CN_ESTIMATE,PREVIOUS,Y1,Y2,Y3,Y4,Y5,Y6,Y2-6,BALANCE
    56428, BARRIER ISLANDS CENTER, INC., EN00, Hampton Roads, Enhancement, Northampton County, 347.000000, 277.000000, 0.000000, 0.000000, 70.000000
56430, CONSTRUCT A PEDESTRIAN/BICYCLE PATH, EN00, Hampton Roads, Enhancement, Norfolk, 1893.958000, 1140.000000, 0.000000, 0.000000, 753.958000
56439, CAPE CHARLES HISTORICAL SOCIETY, EN00, Hampton Roads, Enhancement, Cape Charles, 355.922000, 183.000000, 0.000000, 0.000000, 172.922000
59766, CONSTRUCT PEDESTRIAN/BICYCLE TRAIL ALONG MADDOX BLVD., EN01, Hampton Roads, Enhancement, Chincoteague, 1606.000000, 856.000000, 0.000000, 0.000000, 750.000000
59768, CONSTRUCT PATHWAYS AT JAMESTOWN SETTLEMENT, EN01, Hampton Roads, Enhancement, James City County, 1832.150000, 668.000000, 0.000000, 0.000000, 1164.150000
13765, PHASE I:CONSTR BIKEWAYS &amp; INST.BIKE LOCKERS-WALLER MILL TR., EN93, Hampton Roads, Enhancement, Hampton Roads District-wide, 782.298000, 1336.000000, 0.000000, 0.000000, -553.702000
52008, RESTORE WHARF WAREHOUSE/FERRY TERMINAL, EN99, Hampton Roads, Enhancement, York County, 9280.000000, 1797.000000, 0.000000, 0.000000, 7483.000000
-283, 511 Virginia - Travel Information, , Hampton Roads, Interstate, Hampton Roads District-wide, 2700.000000, 900.000000, 300.000000, 1500.000000, 0.000000
16843, RUMBLE STRIPS, , Hampton Roads, Interstate, Hampton Roads District-wide, 478.387000, 478.387000, 0.000000, 0.000000, 0.000000
70615, HAMPTON ROADS INTERSTATE DISTRICTWIDE GUARDRAIL, , Hampton Roads, Interstate, Hampton Roads District-wide, 556.000000, 556.000000, 0.000000, 0.000000, 0.000000
70618, HAMPTON ROADS INTERSTATE DISTRICTWIDE SIGNS, , Hampton Roads, Interstate, Hampton Roads District-wide, 615.010000, 1546.236000, 0.000000, 0.000000, -931.226000
70665, HAMPTON ROADS INTERSTATE DISTRICTWIDE ITS, , Hampton Roads, Interstate, Hampton Roads District-wide, 500.000000, 500.000000, 0.000000, 0.000000, 0.000000
19005, RTE 44/264 - INTERCHANGE IMPROVEMENTS - PHASE II (PE ONLY), 0044, Hampton Roads, Interstate, Virginia Beach, 0.000000, 1463.347000, 4342.653000, 0.000000, -5806.000000
52305, RTE 44/264 - SURFACE REPAIR &amp; REHABILITATION OF ROADWAY, 0044, Hampton Roads, Interstate, Virginia Beach, 11500.000000, 0.000000, 0.000000, 11500.000000, 0.000000
12379, RTE 64 - WIDENING TO 6 LANES WITH HOV LANES, 0064, Hampton Roads, Interstate, Chesapeake, 129663.428000, 78270.806000, 49351.536000, 2041.086000, 0.000000
12834, RTE 64 - (PE ONLY), 0064, Hampton Roads, Interstate, Hampton, 658843.000000, 13069.185000, 20709.477000, 21264.615000, 603799.723000
16042, RTE 64 - TRAFFIC MANAGEMENT SYSTEM, 0064, Hampton Roads, Interstate, Hampton, 36230.366000, 29856.281000, 4444.425000, 1929.660000, 0.000000
16043, RTE 64 - TRAFFIC MANAGEMENT SYSTEM, 0064, Hampton Roads, Interstate, Chesapeake, 8467.311000, 9082.848000, 0.000000, 0.000000, -615.537000
17368, RTE 64 - WIDEN FROM 6 TO 8 LANES, 0064, Hampton Roads, Interstate, Hampton, 138586.611000, 131666.372000, 6920.239000, 0.000000, 0.000000
17824, RTE 64 - RAMP IMPROVEMENT (PE ONLY), 0064, Hampton Roads, Interstate, Norfolk, 2704.000000, 1134.000000, 0.000000, 0.000000, 1570.000000
50125, RTE 64 - CONSTRUCT INTERCHANGE, 0064, Hampton Roads, Interstate, Newport News, 0.000000, 36391.000000, 0.000000, 0.000000, -36391.000000
57313, RTE 64 - WIDENING FROM 4 TO 6 LANES, 0064, Hampton Roads, Interstate, Newport News, 62022.200000, 2249.261000, 643.973000, 54420.871000, 4708.095000
57580, ROUTE 64 - WIDEN FROM 4 TO 8 LANES WITH PEAK HOV, 0064, Hampton Roads, Interstate, Hampton Roads District-wide, 8816.754000, 104.908000, 0.000000, 0.000000, 8711.846000
62854, ROUTE 64 - VARIABLE MESSAGE SIGNS, 0064, Hampton Roads, Interstate, Chesapeake, 1000.000000, 1000.000000, 0.000000, 0.000000, 0.000000
67912, RTE 64 - PAVEMENT REHABILITATION AT SELECTED LOCATIONS, 0064, Hampton Roads, Interstate, James City County, 31539.644000, 18000.000000, 2154.737000, 0.000000, 11384.907000
71598, RTE 64 - LIGHTING AND ELECTRICAL UPGRADES, 0064, Hampton Roads, Interstate, Hampton Roads District-wide, 8975.164000, 4578.000000, 213.560000, 0.000000, 4183.604000
76725, RTE I-64 - SOUND WALL STUDY, 0064, Hampton Roads, Interstate, Chesapeake, 4762.000000, 300.000000, 150.526000, 4311.474000, 0.000000
80029, CONSTRUCT NEW INTERCHANGE CHESAPEAKE/VIRGINIA BEACH, 0064, Hampton Roads, Interstate, , 0.000000, 0.000000, 5895.264000, 5610.340000, -11505.604000
81510,  VDOT MANAGEMENT AND OVERSIGHT OF PPTA, 0064, Hampton Roads, Interstate, Hampton, 0.000000, 1077.815000, 0.000000, 0.000000, -1077.815000
-3963, Rte 95, 0095, Hampton Roads, Interstate, Sussex County, 6446.000000, 0.000000, 36.000000, 144.000000, 6266.000000
-3961, Rte 95, 0095, Hampton Roads, Interstate, Sussex County, 6446.000000, 0.000000, 36.000000, 144.000000, 6266.000000
15791, RTE 264 - WIDEN FOR HOV LANES, 0264, Hampton Roads, Interstate, Norfolk, 1957.160000, 1500.000000, 457.160000, 0.000000, 0.000000
16045, RTE 264 - TRAFFIC MANAGEMENT SYSTEM, 0264, Hampton Roads, Interstate, Hampton Roads District-wide, 21603.789000, 21632.450000, 0.000000, 0.000000, -28.661000
17630, RTE 264 - INTERSECTION IMPROVEMENT, 0264, Hampton Roads, Interstate, Virginia Beach, 62385.920000, 7195.000000, 6432.818000, 48758.102000, 0.000000
18970, RTE 264 - INTERCHANGE IMPROVEMENTS (PE &amp; RW ONLY), 0264, Hampton Roads, Interstate, Virginia Beach, 56567.400000, 725.000000, 0.000000, 0.000000, 55842.400000
57048, RTE 264 - INTERCHANGE IMPROVEMENTS - 64 WB RAMP TO 264 EB, 0264, Hampton Roads, Interstate, Norfolk, 30429.240000, 8000.000000, 1889.556000, 20539.684000, 0.000000
80157, CONSTRUCT PARTIAL INTERCHANGE AT GREAT NECK ROAD, 0264, Hampton Roads, Interstate, Virginia Beach, 14241.727000, 0.000000, 6447.950000, 5697.873000, 2095.904000
16046, RTE 464 - TRAFFIC MANGEMENT SYSTEM, 0464, Hampton Roads, Interstate, Hampton Roads District-wide, 9597.254000, 9549.000000, 48.254000, 0.000000, 0.000000
16047, RTE 664 - TRAFFIC MANAGEMENT SYSTEM, 0664, Hampton Roads, Interstate, Hampton Roads District-wide, 8623.447000, 9373.000000, 0.000000, 0.000000, -749.553000
18968, R000 - I-564 INTERMODAL CONNECTOR, R000, Hampton Roads, Interstate, Norfolk, 114006.100000, 10267.033000, 3446.053000, 39234.864000, 61058.150000
59175, INTERMODAL CONNECTOR - PROPOSED INTERCHANGE, R000, Hampton Roads, Interstate, Norfolk, 20040.000000, 0.000000, 0.000000, 15110.340000, 4929.660000
18190, SOFTWARE/HARDWARE DEVELOPMENT &amp; INTEGRATION, SHDI, Hampton Roads, Interstate, Hampton Roads District-wide, 15000.000000, 15000.000000, 0.000000, 0.000000, 0.000000
